,poem_line,nazm_name,author_name
1215,مسئلوں اور مشکلوں کا,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1216,کیسے ٹوٹے گا؟ بتا!,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1217,اس نے ہمیں ایک دوسرے سے چھپ کے رہنے کے لئے,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1218,کپڑے دیئے اور خوب صورت گھر دیے,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1219,اور بند کمروں میں زمینوں آسمانوں کی سبھی سچائیاں کہنے اور ان,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1220,پر بحث کرنے اور منصوبے بنانے کی کھلی آزادی دی,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1221,یارو! چلو سڑکوں پہ ننگے سیر کرنے جائیں,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1222,شاید رسم چل نکلے,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1223,مگر میرے قبیلے کا کوئی بھی مرد,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1224,کپڑے پھاڑ کر گھر کو جلا کے,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1225,ننگی ننگی باتیں کہنے کے لئے باہر نہ نکلا,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1226,سب کو اپنے اپنے سوراخوں کا ڈر تھا,اپنے اپنے سوراخوں کا ڈر,عباس اطہر
1227,نیک دل لڑکیو,نیک دل لڑکیو,عباس اطہر
1228,آرزو کی نمائش سے گزرو تو چاروں طرف دیکھنا,نیک دل لڑکیو,عباس اطہر
1229,اور پھر جب تمہارے لہو میں کسی کا لہو سرسرائے,نیک دل لڑکیو,عباس اطہر
1230,ستاروں میں آنکھیں چھپا کر دعا مانگنا,نیک دل لڑکیو,عباس اطہر
1231,قیدیوں شاعروں اور محکوم آبادیوں کے لئے,نیک دل لڑکیو,عباس اطہر
1232,اور بیمار بچوں کی ماں کے لئے,نیک دل لڑکیو,عباس اطہر
1233,اور پھر نرم ہونٹوں کی حدت سے,نیک دل لڑکیو,عباس اطہر
1234,جب چھاتیوں میں ہوا سنسناتی سنو,نیک دل لڑکیو,عباس اطہر
1235,نیک دل لڑکیو یاد کرنا انہیں جن کی قیمت بھی لکھے ہوئے دائرے,نیک دل لڑکیو,عباس اطہر
1236,ایک سے رات دن اور تنہائیاں ہیں,نیک دل لڑکیو,عباس اطہر
1237,ہمارے لئے چاند نکلے نہ نکلے کہ ٹہنیوں سے بچھڑ کے سنبھلنے نہ پائے,نیک دل لڑکیو,عباس اطہر
1238,ہواؤں کے کندھوں پہ روتے ہوئے دور ہوتے گئے,نیک دل لڑکیو,عباس اطہر
1239,اور جب لوٹنے کی حدوں سے بھی آگے نکل آئے,نیک دل لڑکیو,عباس اطہر
1240,پیچھے سے آواز آئی پلٹ آؤ,نیک دل لڑکیو,عباس اطہر
1241,ہم نے تمہارے لئے آج آنسو بہائے ہیں,نیک دل لڑکیو,عباس اطہر
1242,ہم رات کے میہماں ہیں مگر نیک دل لڑکیو,نیک دل لڑکیو,عباس اطہر
1243,آرزو کی نمائش میں چاروں طرف دیکھنا,نیک دل لڑکیو,عباس اطہر
1244,اور آنکھوں کی تحریر پڑھنا,نیک دل لڑکیو,عباس اطہر
1245,ہماری طرف جب تمہارے سفر کا مسافر ہوا کے ستم سے گزرنے لگے,نیک دل لڑکیو,عباس اطہر
1246,اس سے کہنا ٹھہر جاؤ,نیک دل لڑکیو,عباس اطہر
1247,میرے لہو میں تمہارے لئے آرزو ہے,نیک دل لڑکیو,عباس اطہر
1248,تو اے نیک دل لڑکیو الوداع,نیک دل لڑکیو,عباس اطہر
1249,یاد رکھنا ہماری حقیقت سے گزرو تو آنسو بہا کر دعا مانگنا,نیک دل لڑکیو,عباس اطہر
1250,قیدیوں شاعروں اور محکوم آبادیوں کے لئے,نیک دل لڑکیو,عباس اطہر
1251,اور بیمار بچوں کی ماں کے لئے,نیک دل لڑکیو,عباس اطہر
1252,اور اس کے لئے جو تمہارے بدن کا مسافر ہے لیکن,نیک دل لڑکیو,عباس اطہر
1253,ہمارے سفر کی شہادت ہے,نیک دل لڑکیو,عباس اطہر
1254,اندھیری شام کے ساتھی,ادھوری نظم,عباس تابش
1255,ادھوری نظم سے زور آزما ہیں,ادھوری نظم,عباس تابش
1256,بر سر کاغذ بچھڑنے کی,ادھوری نظم,عباس تابش
1257,سنو ۔۔۔تم سے دل محزوں کی باتیں کہنے والوں کا,ادھوری نظم,عباس تابش
1258,یہی انجام ہوتا ہے,ادھوری نظم,عباس تابش
1259,کہیں سطر شکستہ کی طرح ہیں چار شانے چت,ادھوری نظم,عباس تابش
1260,کہیں حرف تمنا کی طرح دل میں ترازو ہیں,ادھوری نظم,عباس تابش
1261,سنو۔۔۔ ان نیل چشموں سخت جانوں بے زبانوں پر,ادھوری نظم,عباس تابش
1262,جو گزرے گی سو گزرے گی,ادھوری نظم,عباس تابش
1263,مگر میں اک ادھوری نظم کی ہیجان میں کھویا,ادھوری نظم,عباس تابش
1264,تمہیں آواز دیتا ہوں,ادھوری نظم,عباس تابش
1265,کہ تنہا آدمی تخلیق سے عاری ہوا کرتا ہے,ادھوری نظم,عباس تابش
1266,جان من!,ادھوری نظم,عباس تابش
1267,سنو۔۔۔ میرے قریب آؤ,ادھوری نظم,عباس تابش
1268,کہ مجھ کو آج کی رات اک ادھوری نظم پوری کر کے سونا ہے!,ادھوری نظم,عباس تابش
1269,کسی کے بعد,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1270,اپنے ہاتھوں کی بد صورتی میں کھو گئی ہے وہ,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1271,مجھے کہتی ہے تابشؔ! تم نے دیکھا میرے ہاتھوں کو,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1272,برے ہیں ناں؟,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1273,اگر یہ خوب صورت تھے تو ان میں کوئی بوسہ کیوں نہیں ٹھہرا'',وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1274,عجب لڑکی ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1275,پورے جسم سے کٹ کر فقط ہاتھوں میں زندہ ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1276,صراحی دار گردن نرم ہونٹوں تیز نظروں سے وہ بد ظن ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1277,کہ ان اپنوں نے ہی اس کو سر بازار پھینکا تھا,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1278,کبھی آنکھوں میں ڈوبی,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1279,اور کبھی بستر پہ سلوٹ کی طرح ابھری,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1280,عجب لڑکی ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1281,خود کو ڈھونڈتی ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1282,اپنے ہاتھوں کی لکیروں میں,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1283,جہاں وہ تھی نہ ہے، آئندہ بھی شاید نہیں ہوگی,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1284,وہ جب انگلی گھما کر,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1285,فیضؔ کی نظمیں سناتی ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1286,تو اس کے ہاتھ سے پورے بدن کا دکھ جھلکتا ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1287,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1288,عجب لڑکی ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1289,پورے جسم سے کٹ کر فقط ہاتھوں میں زندہ ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1290,مجھے کہتی ہے ''تابشؔ! تم نے دیکھا میرے ہاتھوں کو,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1291,برے ہیں ناں''؟,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1292,میں شاید گر چکا ہوں اپنی نظروں سے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1293,میں چھپنا چاہتا ہوں اس کے تھیلے میں,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1294,جہاں سگریٹ ہیں ماچس ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1295,جو اس کا حال ماضی اور مستقبل!,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1296,عجب لڑکی ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1297,آئے تو خوشی کی طرح آتی ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1298,اسے مجھ سے محبت ہے,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1299,کہ شاید مجھ میں بھی بد صورتی ہے اس کے ہاتھوں کی!,وہ ہنستی ہے تو اس کے ہاتھ روتے ہیں,عباس تابش
1300,صف ماتم بچھی ہے,ابھی اس کی ضرورت تھی,عباس تابش
1301,سخن کا آخری در بند ہونے کی خبر نے,ابھی اس کی ضرورت تھی,عباس تابش
1302,کھڑکیوں کے پار بیٹھے غمگساروں کو,ابھی اس کی ضرورت تھی,عباس تابش
1303,یہ کیسی چپ لگا دی ہے,ابھی اس کی ضرورت تھی,عباس تابش
1304,یہ کس کی ناگہانی موت پر سرگوشیوں کی آگ روشن ہے,ابھی اس کی ضرورت تھی,عباس تابش
1305,کسی کے کنج لب سے کوئی تارا میرے دل پر آن پڑتا ہے,ابھی اس کی ضرورت تھی,عباس تابش
1306,برا ہو موت کا جس نے مرے فریاد رس کی جان لے لی ہے,ابھی اس کی ضرورت تھی,عباس تابش
1307,ابھی اس کی ضرورت تھی,ابھی اس کی ضرورت تھی,عباس تابش
1308,میں اس دنیا کے اک گوشے میں بیٹھا سوچتا ہوں,ابھی اس کی ضرورت تھی,عباس تابش
1309,آج اس ویران منڈلی میں,ابھی اس کی ضرورت تھی,عباس تابش
1310,میں کس کو پرسہ دینے کے لیے آیا ہوں,ابھی اس کی ضرورت تھی,عباس تابش
1311,مجھ کو تعزیت تو خود سے کرنا تھی,ابھی اس کی ضرورت تھی,عباس تابش
1312,ابھی اس گھر سے اک میت سدھاری ہے,ابھی اس کی ضرورت تھی,عباس تابش
1313,دم رخصت,ابھی اس کی ضرورت تھی,عباس تابش
1314,کسی نے نکہت زلف پریشاں کا نہیں پوچھا,ابھی اس کی ضرورت تھی,عباس تابش
1315,کسی نے دکھ کے اندر روشنی کی چھب نہیں دیکھی,ابھی اس کی ضرورت تھی,عباس تابش
1316,مکاں سے پھوٹنے والی روش پر,ابھی اس کی ضرورت تھی,عباس تابش
1317,ایک بچہ رو رہا ہے,ابھی اس کی ضرورت تھی,عباس تابش
1318,آج اس کے آنسوؤں کو کون پونچھے گا,ابھی اس کی ضرورت تھی,عباس تابش
1319,کہ اس کے ساتھ جو شطرنج کی بازی لگاتا تھا,ابھی اس کی ضرورت تھی,عباس تابش
1320,وہ اب زیر زمیں اک چادر سادہ کی خوشبو ہے,ابھی اس کی ضرورت تھی,عباس تابش
1321,یہاں صبحیں بھی آئیں گی,ابھی اس کی ضرورت تھی,عباس تابش
1322,یہاں شامیں بھی اتریں گی,ابھی اس کی ضرورت تھی,عباس تابش
1323,مگر اک ہچکیاں لیتا ہوا بچہ,ابھی اس کی ضرورت تھی,عباس تابش
1324,چراغ آرزو بن کر,ابھی اس کی ضرورت تھی,عباس تابش
1325,سر طاق لحد گونگی زمیں کی لب کشائی تک پکارے گا,ابھی اس کی ضرورت تھی,عباس تابش
1326,برا ہو موت کا جس نے مرے فریاد رس کی جان لے لی ہے,ابھی اس کی ضرورت تھی,عباس تابش
1327,وہ کیسی ہے,اسے میں نے نہیں دیکھا,عباس تابش
1328,اسے میں نے نہیں دیکھا,اسے میں نے نہیں دیکھا,عباس تابش
1329,سنا ہے وہ زمیں زادی,اسے میں نے نہیں دیکھا,عباس تابش
1330,دھنک سے اپنے خوابوں کے افق گل رنگ رکھتی ہے,اسے میں نے نہیں دیکھا,عباس تابش
1331,مرے خاشاک سے آگے کسی منظر میں رہتی ہے,اسے میں نے نہیں دیکھا,عباس تابش
1332,ہوا کے گھر میں رہتی ہے,اسے میں نے نہیں دیکھا,عباس تابش
1333,وہ کس سورج کا حصہ ہے,اسے میں نے نہیں دیکھا,عباس تابش
1334,وہ کس تارے کی مٹی ہے,اسے میں نے نہیں دیکھا,عباس تابش
1335,اسے میں نے نہیں دیکھا,اسے میں نے نہیں دیکھا,عباس تابش
1336,مری آنکھوں سے لے کر اس کی آنکھوں تک کسے معلوم ہے,اسے میں نے نہیں دیکھا,عباس تابش
